Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site,Release_Date_Formatted,release years,Netflix release years,Netflix Release Years
Replicas,"Drama, Sci-Fi, Thriller","Sci-Fi Thrillers,Thrillers,Sci-Fi & Fantasy,Futuristic Sci-Fi",English,Movie,1.4,"Mexico,Canada,Belgium,Japan,Hungary,Brazil,Czech Republic,Germany,Australia,Argentina,Slovakia,Colombia,Romania",1-2 hour,Jeffrey Nachmanoff,"Stephen Hamel, Chad St. John","Keanu Reeves, Thomas Middleditch, John Ortiz, Alice Eve",PG-13,5.5,11.0,19.0,No Awards,1.0,4046429.0,2019-01-11,2019-07-25,"Ocean Park Entertainment, Company Films, Lotus Entertainment, Di Bonaventura Pictures, Fundamental Films",https://www.netflix.com/watch/80232871,https://www.imdb.com/title/tt4154916,"After losing his family in a tragic accident, a neuroscientist tries to bring them back in a cloning experiment that attracts controversy and chaos.",32592.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcElI6cHH_FuySWHz6TtKv6dtVwMiPSyU-2IxqVO51847CiMiO8Lb9VVWEHe6hgcu_fhVOEMR2u2kZ6aaDuSvbTHNw.jpg?r=823,https://m.media-amazon.com/images/M/MV5BZGQxYTZlYzQtNjk3NS00MjVhLTkxZTYtMDk2ODlkMGJkYzBhXkEyXkFqcGdeQXVyMTk5MzE1MTY@._V1_SX300.jpg,https://www.youtube.com/watch?v=bKdpGHazAqs,YouTube,01-11-2019,2019,2019,2019
Darkest Hour,"Biography, Drama, History, War","Political Dramas,Military Dramas,British Movies,Movies Based on Real Life,Dramas,British Dramas","English, French, German",Movie,3.9,"France,Switzerland",> 2 hrs,Joe Wright,Anthony McCarten,"Gary Oldman, Ben Mendelsohn, Kristin Scott Thomas, Lily James",PG-13,7.4,84.0,75.0,53.0,75.0,56468410.0,2017-12-22,2019-07-25,Working Title Films,https://www.netflix.com/watch/80189214,https://www.imdb.com/title/tt4555426,"As the threat of Nazi invasion looms, newly appointed British Prime Minister Winston Churchill rallies a nation to fight for its very survival.",172970.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbKONds3-_oB3SIjk3OT-3yJKMBXLehycTeQXewQlQVWUuMw74KvqpPUUnPKn11HEVbM-XwVW4DOoNaEurK0xSx-Pw.jpg?r=3f5,https://m.media-amazon.com/images/M/MV5BNTU4MjMwOTgyMV5BMl5BanBnXkFtZTgwODQzNjY2NDM@._V1_SX300.jpg,https://www.youtube.com/watch?v=eFFj2gS9UWs,YouTube,12-22-2017,2017,2019,2019
Unfriended: Dark Web,"Horror, Mystery, Thriller","Thrillers,Slasher & Serial Killer Movies,Horror Movies,US Movies,Psychological Thrillers,Psychological Horror Movies","English, American Sign Language, Indonesian",Movie,2.9,"Canada,South Africa,Portugal",1-2 hour,Stephen Susco,Stephen Susco,"Colin Woodell, Rebecca Rittenhouse, Stephanie Nogueras, Betty Gabriel",R,5.9,60.0,53.0,No Awards,Not nominated,8866745.0,2018-07-20,2019-07-20,"Bazelevs Production, Blumhouse Productions",https://www.netflix.com/watch/80998510,https://www.imdb.com/title/tt4761916,A group of twentysomethings are pulled into a lethal online game after logging onto a stolen laptop.,27243.0,https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSRXfYs1Ie0HkaTkXcJn0QVYipuUx6SO2VV4hJ2DnM554tj2FB9qyPb8ItG3VVSQGeYmUJCtOCdJxmuRjhQ7bmkWHg.jpg?r=4bd,https://m.media-amazon.com/images/M/MV5BNTI0OWYwZGEtMDNkMy00YTQyLTg2NTgtNWM1N2ViOGU5ZjEzXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,https://www.youtube.com/watch?v=4DJAWGXkvq8,YouTube,07-20-2018,2018,2019,2019
Predator 2,"Action, Horror, Sci-Fi","Horror Movies,Action Sci-Fi & Fantasy,Sci-Fi Horror Movies,Gory Horror Movies,Sci-Fi & Fantasy,Action & Adventure,Alien Sci-Fi,US Movies",English,Movie,2.3,"Hong Kong,Switzerland,South Korea,Thailand,Germany,Singapore,Malaysia",1-2 hour,Stephen Hopkins,"John Thomas, Jim Thomas","Danny Glover, Kevin Peter Hall, Rubén Blades, Gary Busey",R,6.3,31.0,46.0,1.0,4.0,30669413.0,1990-11-21,2019-07-19,Davis Entertainment,https://www.netflix.com/watch/60026481,https://www.imdb.com/title/tt0100403,"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature returns to Earth to hunt in gang-ravaged Los Angeles.",147027.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQSNivoLaHJ4meVjMaY65nO8xQy1iL-nfMOSXt8rUeMJSFsnn5JHSlj7e2Zwhv2Siy7OTQdl1H0GjFq-Als9-in5kg.jpg?r=854,https://m.media-amazon.com/images/M/MV5BNThjZjI4NTgtZDk4Mi00ZjI1LWExZGUtNTRkOWY1ZTY3M2FlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=Vhqt1ynaoq0,YouTube,11-21-1990,1990,2019,2019
The Monkey King 3,"Action, Adventure, Family, Fantasy","Hong Kong Movies,Sci-Fi & Fantasy,Martial Arts Movies,Adventures,Movies based on Books,Fantasy Movies,Action Sci-Fi & Fantasy,Chinese Movies,Action & Adventure","Mandarin, English",Movie,6.7,"South Korea,Malaysia",1-2 hour,Soi Cheang,"Ning Wen, Cheng'en Wu","Aaron Kwok, Shaofeng Feng, Zanilia Zhao, Shenyang Xiao",Not Rated,5.5,33.0,51.0,1.0,4.0,187074.0,2018-02-16,2019-07-19,Filmko Films,https://www.netflix.com/watch/80239593,https://www.imdb.com/title/tt6466464,The Monkey King and his companions are captured by a kingdom of women who believe the travelers presence heralds the destruction of their world.,1204.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYZACgIEdHHN5O0HQR-f5IGdD8STEmZTh_-9QMGFHC2G7FnAsYKfONrIkxABZKAUInpKFZdIDR0bXxNbYpzK5J3BdA.jpg?r=0f3,https://m.media-amazon.com/images/M/MV5BMDM1MzZjNDUtNDBmMC00M2M5LTg0NDQtN2ExMjQ1Zjc0ZTE0XkEyXkFqcGdeQXVyNjMyMDA1ODM@._V1_SX300.jpg,https://www.youtube.com/watch?v=F7MR5MsIoSQ,YouTube,02-16-2018,2018,2019,2019
Kamikaze Girls,Comedy,"Sci-Fi & Fantasy,Comedies,Movies based on Books,Japanese Movies","Japanese, French, English",Movie,4.7,South Korea,1-2 hour,Tetsuya Nakashima,"Tetsuya Nakashima, Nobara Takemoto","Anna Tsuchiya, Kyoko Fukada, Hiroyuki Miyasako, Sadao Abe",No View Rating,7.2,62.0,56.0,14.0,3.0,34424.0,2004-05-29,2019-07-19,Viz Media,https://www.netflix.com/watch/70040500,https://www.imdb.com/title/tt0416220,"A Lolita girl painfully out of place in her backwater town meets a hot-headed biker girl, spurring the pair into a life-changing adventure.",6961.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT6wTyz5yo50Ht9oSPmAJeqPhAV2BDajJ2xd8lVnur_nITB0zLGJKB14VsYgUTBN7byfeh8LG-JXGdM2_8jxfd83vw.jpg?r=d00,https://m.media-amazon.com/images/M/MV5BMjM0NDczNDIyOF5BMl5BanBnXkFtZTcwODkxODEzMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=lNk3UN27O6c,YouTube,05-29-2004,2004,2019,2019
Johnny English Strikes Again,"Action, Adventure, Comedy","Comedies,Action & Adventure,Action Comedies,Adventures,Family Comedies,US Movies,Children & Family Movies,Spy Action & Adventure,Satires,Slapstick Comedies,Family Cozy Time,Family Features","English, Russian, French, German",Movie,2.3,"India,Hong Kong,Hungary,Czech Republic,South Africa,Portugal,Slovakia,Romania,South Korea",1-2 hour,David Kerr,William Davies,"Kevin Eldon, Adam James, Rowan Atkinson, Emma Thompson",PG,6.2,37.0,39.0,1.0,Not nominated,4412170.0,2018-10-26,2019-07-18,"StudioCanal, Perfect World Pictures, Working Title Films",https://www.netflix.com/watch/80991406,https://www.imdb.com/title/tt6921996,"After a cyberattack exposes every undercover agent in Britain, a certain tech-challenged former agent emerges from retirement to catch the hacker.",64765.0,https://occ-0-138-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRCAn8k9hH7sYp1RH2hpKICANVz1Dr9kVKZ0B1tiMozyf4sL1_mGs17S-vU64rGAuJxme0ye1xVXtCBFOWZClmo8lA.jpg?r=e99,https://m.media-amazon.com/images/M/MV5BMjI4MjQ3MjI5MV5BMl5BanBnXkFtZTgwNjczMDE4NTM@._V1_SX300.jpg,https://www.youtube.com/watch?v=-Qv6p6pTz5I,YouTube,10-26-2018,2018,2019,2019
A Simple Favor,"Comedy, Crime, Mystery, Thriller","Dramas,Steamy Thrillers,Movies based on Books,Mysteries,Crime Comedies,Crime Thrillers,Psychological Thrillers,Crime Dramas,Comedies,Dark Comedies,Crime Movies,Thrillers,US Movies,Critically Acclaimed Films,Critically Acclaimed Dramas,Critically Acclaimed Comedies",English,Movie,3.6,"Hungary,Japan,Czech Republic,Netherlands,Australia,Slovakia,Malaysia,Canada,Romania",1-2 hour,Paul Feig,"Darcey Bell, Jessica Sharzer","Joshua Satine, Anna Kendrick, Ian Ho, Glenda Braganza",R,6.8,84.0,67.0,3.0,4.0,53548586.0,2018-09-14,2019-07-14,"Lionsgate, Feigco Entertainment",https://www.netflix.com/watch/80988896,https://www.imdb.com/title/tt7040874,"Thirsty for thrills, single mom Stephanie strikes up a friendship with the glamorous Emily, who asks for a small favor, then mysteriously vanishes.",129797.0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTb6WIHphphVHvHtuqhVwVUQlWIHYBG2hxmfpvfinkoLow1gTZghhLjUgL7g6NbNhgHpyQf8qultlXPhVIMwiaRCUA.jpg?r=5b0,https://m.media-amazon.com/images/M/MV5BZjFiMGNiNmItMzNiNi00Mjc1LTg1N2YtNWE2NTE5N2VlZTQ3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,https://www.youtube.com/watch?v=rAqMlh0b2HU,YouTube,09-14-2018,2018,2019,2019
After,"Drama, Romance","Romantic Dramas,Teen Movies,Dramas,Romantic Movies,Teen Romance,US Movies",English,Movie,1.7,"United Kingdom,Hong Kong,Japan,United States,Czech Republic,Slovakia,Thailand,Malaysia,Hungary,Romania,Sweden",1-2 hour,Jenny Gage,"Tamara Chestna, Anna Todd, Jenny Gage, Susan McMartin, Tom Betterton","Josephine Langford, Khadijha Red Thunder, Dylan Arnold, Hero Fiennes Tiffin",PG-13,5.3,18.0,30.0,4.0,Not nominated,12138565.0,2019-04-12,2019-07-12,"Wattpad, Offspring Entertainment, Diamond Film Productions, Voltage Pictures",https://www.netflix.com/watch/80244311,https://www.imdb.com/title/tt4126476,"Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott.",38125.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeh0cBuvhnEnLugquQUgv5scHYtHh9aU0xuLHEomKa4sBmlvRn_ZMyIaecHBVe7w9bb9KcaGKoePmIuP0EW7aDlxsw.jpg?r=27b,https://m.media-amazon.com/images/M/MV5BOGUwMjk3YzktNDI0Yy00MzFiLWFjNmEtYTA2ODVjMzNhODhjXkEyXkFqcGdeQXVyOTQ1MDI4MzY@._V1_SX300.jpg,https://www.youtube.com/watch?v=2ZAdcWHuCmY,YouTube,04-12-2019,2019,2019,2019
Upgrade,"Action, Sci-Fi, Thriller","Action & Adventure,Australian Movies,Cyberpunk,Action Sci-Fi & Fantasy,Sci-Fi & Fantasy,Crime Action & Adventure,Action Thrillers,Sci-Fi Thrillers,Crime Movies,Futuristic Sci-Fi","English, Dutch",Movie,3.8,"Canada,Hong Kong,Thailand,Singapore,Malaysia,South Africa,Portugal",1-2 hour,Leigh Whannell,Leigh Whannell,"Melanie Vallejo, Abby Craden, Logan Marshall-Green, Steve Danielsen",R,7.5,88.0,67.0,3.0,24.0,11977130.0,2018-06-01,2019-07-06,"Blumhouse Productions, Goalpost Pictures",https://www.netflix.com/watch/80240085,https://www.imdb.com/title/tt6499752,"After a violent mugging leaves him paralyzed, a man receives a computer chip implant that allows him to control his body -- and get his revenge.",160328.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXHAO-Bx4gvTATmk9dbiNU_nm8-evJmoav4SHfsxqHkFMEez3_I0WoaVfN-C8t2o79WnqcJR_OoeCG71zbwxT6RI7A.jpg?r=262,https://m.media-amazon.com/images/M/MV5BMjI0NzcyMjM5Ml5BMl5BanBnXkFtZTgwMzk2NzAyNTM@._V1_SX300.jpg,https://www.youtube.com/watch?v=1hTLGlgZ4Z8,YouTube,06-01-2018,2018,2019,2019
Vox Lux,"Drama, Music",Dramas,"English, Croatian, Chinese",Movie,3.1,United Kingdom,1-2 hour,Brady Corbet,"Mona Fastvold, Brady Corbet","Stacy Martin, Natalie Portman, Jude Law, Jennifer Ehle",R,5.9,61.0,67.0,2.0,12.0,727119.0,2018-12-20,2019-07-05,Killer Films,https://www.netflix.com/watch/80203872,https://www.imdb.com/title/tt5960374,"As a teenager, Celeste rockets to pop music stardom after a school shooting. Years later, preparing for a landmark concert pushes her to the edge.",16352.0,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXSRaFfYlEcF2phm2_uLKbMJ6Nf82tyKUESakMNeRxNWcygWXWx6xmrSfxPXhiuSMLSduIKapnFqM6xVh4DC8SrJ1w.jpg?r=048,https://m.media-amazon.com/images/M/MV5BOTU2YjVhNjMtMGQ4ZC00ZmUyLWJlZjAtNTgyZjhjZmQwNWUwXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=zxdVqr4hmZU,YouTube,12-20-2018,2018,2019,2019
Pitch Perfect 3,"Comedy, Music","Movies based on Books,Musicals,Music & Musicals,Comedies,US Movies","English, Papiamento",Movie,2.1,"France,Switzerland,Japan",1-2 hour,Trish Sie,"Mickey Rapkin, Kay Cannon, Mike White","Rebel Wilson, Brittany Snow, Anna Kendrick, Anna Camp",PG-13,5.8,29.0,40.0,5.0,9.0,104897530.0,2017-12-22,2019-07-05,Gold Circle Entertainment,https://www.netflix.com/watch/80192837,https://www.imdb.com/title/tt4765284,"With college long behind them, a capella stars, the Bellas, reunite for a competition abroad that tests their range and friendship.",56523.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQ-I_hph6aZ1-PlqdIhl-S9RhOei_xlW-R5VpPEknP5qRMKZXgiufxTAxA33iWXr5WprNXkAEj7QsrcVL8Xgr7yUXA.jpg?r=83f,https://m.media-amazon.com/images/M/MV5BMTU5NDI1MjkwMF5BMl5BanBnXkFtZTgwNjIxNTY2MzI@._V1_SX300.jpg,https://www.youtube.com/watch?v=Hihto8onbUU,YouTube,12-22-2017,2017,2019,2019
The Possession Of Hannah Grace,"Horror, Mystery, Thriller","US Movies,Gory Horror Movies,Horror Movies,Supernatural Horror Movies",English,Movie,1.8,"South Africa,Russia,United Kingdom,Canada,Belgium,Japan,Spain,Portugal,Sweden,Italy,Switzerland,Hungary,Germany,Israel,Romania",1-2 hour,Diederik Van Rooijen,Brian Sieve,"Grey Damon, Nick Thune, Shay Mitchell, Kirby Johnson",R,5.2,18.0,37.0,No Awards,3.0,14837422.0,2018-11-30,2019-07-05,Broken Road,https://www.netflix.com/watch/81069919,https://www.imdb.com/title/tt5734576,"When a former cop lands a job at a morgue, her graveyard shift takes a terrifying turn with the delivery of a young girls haunted corpse.",19446.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUnKDlrm8RO2yMxBCRe_wptLkReM4JL3ZtqwiaS9BinBw3-pmd6O8zA8i6wj7nVz71BbRZU8Jqum6ByLsZnZagJFLA.jpg?r=327,https://m.media-amazon.com/images/M/MV5BMjA1MTIwODY4Nl5BMl5BanBnXkFtZTgwNzkxNDc2NjM@._V1_SX300.jpg,https://www.youtube.com/watch?v=RHAgri92JP8,YouTube,11-30-2018,2018,2019,2019
North Country,Drama,"Courtroom Dramas,Movies Based on Real Life,Social Issue Dramas,Movies based on Books,Dramas,US Movies",English,Movie,3.5,"Hong Kong,Thailand,Australia,Singapore,India,Malaysia",> 2 hrs,Niki Caro,"Laura Leedy, Clara Bingham, Michael Seitzman","Thomas Curtis, Charlize Theron, Frances McDormand, Elle Peterson",R,7.3,69.0,68.0,6.0,19.0,18337722.0,2005-10-21,2019-07-01,Warner Brothers,https://www.netflix.com/watch/70038803,https://www.imdb.com/title/tt0395972,A group of women in the Minnesota iron mines decide to stand up against harassment from their male co-workers in this drama based on a true story.,40026.0,https://occ-0-34-32.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc2VfUlk33SuHY8evoiPo7WSQZDOMaTKFOoKQw35vtJq0R7n3mA7HULi18YjCybx_-uCzPGyU4z9hG8mgd7cQ3Dxsw.jpg?r=b6d,https://m.media-amazon.com/images/M/MV5BNTM3OTEwODYzNl5BMl5BanBnXkFtZTcwNjM1NzUzMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=jXkVQm0QPyY,YouTube,10-21-2005,2005,2019,2019
War for the Planet of the Apes,"Action, Adventure, Drama, Sci-Fi, Thriller","Adventures,Action & Adventure,Sci-Fi Adventure,Action Sci-Fi & Fantasy,Sci-Fi & Fantasy,Movies based on Books,Action Movies","English, American Sign Language",Movie,4.2,"Switzerland,Germany",> 2 hrs,Matt Reeves,"Amanda Silver, Rick Jaffa, Matt Reeves, Mark Bomback","Steve Zahn, Karin Konoval, Andy Serkis, Woody Harrelson",PG-13,7.4,94.0,82.0,27.0,64.0,146880162.0,2017-07-14,2019-07-01,"20th Century Fox, Bluegrass Films, Chernin Entertainment",https://www.netflix.com/watch/80168235,https://www.imdb.com/title/tt3450958,"Years after a lethal virus has wiped out most of humanity, a society of intelligent apes fights for their survival against an army of vengeful soldiers.",228511.0,https://occ-0-4056-2705.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABdIk3kfeJLTuNjr4W7Gi5G00LrpVdYuKx4QBgvOXkPMljZrZKTxjHJBeNWki6JUoF9uzL7JC1vJsgcGpqxSm8b74Cg.jpg?r=177,https://m.media-amazon.com/images/M/MV5BNDNmYTQzMDEtMmY0MS00OTNjLTk4MjItMDZhMzkzOGI3MzA0XkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_SX300.jpg,https://www.youtube.com/watch?v=JDcAlo8i2y8,YouTube,07-14-2017,2017,2019,2019
Dead Calm,"Horror, Thriller","Psychological Thrillers,Australian Movies,Movies based on Books,Thrillers",English,Movie,3.7,"Italy,Switzerland",1-2 hour,Phillip Noyce,"Terry Hayes, Charles Williams","Rod Mullinar, Nicole Kidman, Billy Zane, Sam Neill",R,6.8,83.0,70.0,5.0,6.0,7825009.0,1989-04-07,2019-07-01,"Warner Brothers, Kennedy Miller Productions",https://www.netflix.com/watch/425882,https://www.imdb.com/title/tt0097162,"Mourning a tragic loss, a couple sets sail on their yacht to put the past behind them -- and becomes involved in a bloody game of high-seas survival.",36733.0,https://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTJlpUbpLMRdUxuRZF8Qy3MGqyrcWjRj24Gs3Hx9zXvE6PsVbyheEPFHUjkQrZaimV9ZJZvjMvDVHvn0ctgnBUGJpg.jpg?r=ab6,https://m.media-amazon.com/images/M/MV5BMTAyNzk5MzYyNjBeQTJeQWpwZ15BbWU3MDIwODg0NDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=SkqZd3h3f2U,YouTube,04-07-1989,1989,2019,2019
Executive Decision,"Action, Adventure, Thriller","Action & Adventure,US Movies,Action Thrillers","English, Arabic",Movie,3.2,"Australia,Hong Kong,Thailand,Singapore,Malaysia",> 2 hrs,Stuart Baird,"John Thomas, Jim Thomas","Steven Seagal, Halle Berry, Kurt Russell, John Leguizamo",R,6.4,65.0,62.0,2.0,2.0,56569216.0,1996-03-15,2019-07-01,"Warner Bros., Silver Pictures",https://www.netflix.com/watch/485218,https://www.imdb.com/title/tt0116253,"When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them.",50899.0,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTf9Jr90tt2rkXCZC4Q7YQYU8c1SH7VMzttn_L5hJx-fdrxloiBpDiQNvfDzWLqKbXhH6-jbbEZpzVGt8T3PQzVsug.jpg?r=330,https://m.media-amazon.com/images/M/MV5BMjZkMDgxYjUtOTUxMi00MWE4LTkxOGEtZGIyZjMwNGJiYjFjL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,https://www.youtube.com/watch?v=3pdPOqN06ec,YouTube,03-15-1996,1996,2019,2019
Romeo Akbar Walter,"Action, Drama, Thriller","Indian Movies,Dramas,Spy Thrillers,Hindi-Language Movies,Thrillers,Bollywood Movies",Hindi,Movie,4.6,"South Africa,Australia,Romania,Switzerland,France,Russia,Hong Kong,Singapore,Belgium,Germany,Lithuania,Slovakia,United Kingdom,Iceland,Canada,Czech Republic,Argentina,Thailand,Mexico,Hungary,Turkey,India,Greece,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",> 2 hrs,Robbie Grewal,"Shreyansh Pandey, Ishraq Shah, Robbie Grewal","John Abraham, Raghuvir Yadav, Mouni Roy, Jackie Shroff",Not Rated,6.6,15.0,15.0,No Awards,Not nominated,236299.0,2019-04-05,2019-06-29,"Kyta Productions, Viacom18 Motion Pictures",https://www.netflix.com/watch/81039384,https://www.imdb.com/title/tt8550208,"In 1971, a fallen army major’s son is tapped by Indias Research and Analysis Wing to serve as an undercover agent in Pakistan in the lead-up to war.",4880.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV9gsMONUkCqZ8iqvhiCOzupqGDSkX9URdJJ-m84J9v6XunLxs_s2iLto6YqdOm-bPQi69BGRtZHuLebyQ70WIqvjA.jpg?r=ecf,https://m.media-amazon.com/images/M/MV5BMGFkYTlmNzYtN2M4YS00MDUyLWI4MWItMjA2MjI1MGM0ZmU4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,https://vimeo.com/322262874,Vimeo,04-05-2019,2019,2019,2019
Creed II,"Drama, Sport","Dramas,Sports Movies,Sports Dramas","English, Russian, Sign Languages",Movie,3.7,"Mexico,Brazil,Argentina,Colombia,Canada",> 2 hrs,Steven Caple Jr.,"Sylvester Stallone, Cheo Hodari Coker, Ryan Coogler, Sascha Penn, Juel Taylor","Michael B. Jordan, Tessa Thompson, Phylicia Rashad, Sylvester Stallone",PG-13,7.1,83.0,66.0,1.0,12.0,115715889.0,2018-11-21,2019-06-29,"Metro-Goldwyn-Mayer Studios, New Line Cinema, Warner Bros.",https://www.netflix.com/watch/80999009,https://www.imdb.com/title/tt6343314,Heavyweight champion Adonis Creed struggles to balance his family duties with his unshakeable desire to fight the son of the man who killed his father.,105929.0,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd7SUBKk-HPTW0d9zaaIzeIQySpvDA-xEZyfTY_rUnPTN16S6I_STquhiD2maUNKt9_zCV3_bwPuGQcQEPbeJpL8bw.jpg?r=9c3,https://m.media-amazon.com/images/M/MV5BMTcxMjUwNjQ5N15BMl5BanBnXkFtZTgwNjk4MzI4NjM@._V1_SX300.jpg,https://www.youtube.com/watch?v=cPNVNqn4T9I,YouTube,11-21-2018,2018,2019,2019
Three Identical Strangers,"Documentary, Biography, Drama, History, Mystery","British Movies,Documentaries,Documentaries",English,Movie,4.2,"United Kingdom,Hungary,Hong Kong,Thailand,Czech Republic,Israel,Singapore,Malaysia,Slovakia,Sweden,Greece,Romania,Japan,South Africa",1-2 hour,Tim Wardle,Grace Hughes-Hallett,"Michael Domnitz, Robert Shafran, Ellen Cervone, Howard Schneider",PG-13,7.6,97.0,81.0,11.0,57.0,12320845.0,2018-11-30,2019-06-29,Raw,https://www.netflix.com/watch/80240088,https://www.imdb.com/title/tt7664504,"When three teenagers meet by chance and discover theyre identical triplets separated at birth, theyre delighted -- until their true story emerges.",28081.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSaIRtipShgl_n-4LJtQcJLk5tz2dZjScbdqJhLKPqNmt90zThIAmNcsm9LmrgPxCyvU2Lo0jnX4_k_yqDCM_jaWwA.jpg?r=bf5,https://m.media-amazon.com/images/M/MV5BMTc0NWM3ZGItMzlmZC00NDRmLWJlZmUtMjkzZjNlYmNhYTc1XkEyXkFqcGdeQXVyNzgxMzYzNjA@._V1_SX300.jpg,https://www.youtube.com/watch?v=uM5TQ4f7ycw,YouTube,11-30-2018,2018,2019,2019
Shaft,"Action, Comedy, Crime","Comedies,Action & Adventure,Crime Comedies,Crime Action & Adventure,Action Thrillers,Action Comedies,Crime Movies,US Movies,Action Movies",English,Movie,2.3,"United Kingdom,Portugal,Thailand,Romania,Switzerland,South Korea,France,Russia,Japan,Hong Kong,Belgium,Lithuania,South Africa,Mexico,Hungary,India,Iceland,Brazil,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,Singapore,Argentina,Greece,Malaysia,Slovakia,Sweden,Turkey,Colombia",1-2 hour,Tim Story,"Ernest Tidyman, Alex Barnow, Kenya Barris","Samuel L. Jackson, Regina Hall, Jessie T. Usher, Richard Roundtree",R,6.4,33.0,40.0,No Awards,Not nominated,21360215.0,2019-06-14,2019-06-28,"Khalabo Ink Society, New Line Cinema, Davis Entertainment, Warner Bros. Pictures",https://www.netflix.com/watch/80232655,https://www.imdb.com/title/tt4463894,"When the son he doesnt know comes to him for help, badass private eye John Shaft discovers his offspring is anything but a chip off the old block.",45155.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWYy9I2LluaxcLYwQYndNxLIemyhyCuIChlGrz7zqXMdm4y-4TNPW5ANwOuNGPf0p4Pa3qy6fG0O5sQhmK2yLO0hddBqeV6KcQQQaTtrnTJQMAAe8mKkBknGPQI.jpg?r=cdc,https://m.media-amazon.com/images/M/MV5BNmExNGZmYzItZTMzMi00YWJjLWJkYmQtMDg5MjgzYjYyZDk1XkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_SX300.jpg,https://www.youtube.com/watch?v=lD41XdWcmbY,YouTube,06-14-2019,2019,2019,2019
